pred,label
0.8178017212585739,1
0.08448494297763551,0
0.005015750094652611,0
0.05158490956951847,0
0.02538637374253245,0
0.0010928924923749575,0
0.6476892903955589,0
0.08688596067936628,0
0.0010058990157843823,0
0.06211441512923955,0
0.9684761638083556,1
0.6838636154602105,1
0.0961330733771373,0
0.0007039315935767225,0
0.07318912949269886,0
0.03655158442893293,0
0.0005174052966302539,0
0.7178138997709113,1
0.0005769201643359253,0
0.00047926735555126363,0
0.35865503657339165,0
0.021151760736146958,0
0.0008446494665119439,0
0.0009972367099517698,0
0.15685096833605852,0
0.10025520415838275,0
0.5557448469214964,1
0.18067501189048626,0
0.9876046717358682,1
0.0005670429886268973,0
0.5088484652537298,0
0.0009928190606482074,0
0.8625854541100879,0
0.126297901636983,0
0.09015654293696088,0
0.0010305560838944582,0
0.33849405672554433,0
0.00569412607061726,0
0.052418791635297904,0
0.3859692284591005,0
0.039376516382272804,0
0.0007878366313416779,0
0.050986720120638686,0
0.001555461804735773,0
0.14067531810453207,0
0.0011854552842014412,0
0.13541166812898767,0
0.0005307054534033394,0
0.0016918836749180775,0
0.005421169164087475,0
0.0006689787733751328,0
0.05145368497550261,0
0.33495710714175986,0
0.805397112878117,1
0.8345086149116576,1
0.11360105406698487,0
0.445356367032463,0
0.002996181127648824,0
0.0005993404868936378,0
0.004293640607851248,0
0.05928703427035971,0
0.035975666818180194,0
0.28457399780621534,0
0.010846375784054044,0
0.08600112410945333,0
0.0008644458391141069,0
0.0021276477411414927,0
0.9835395244743479,1
0.49669292838960233,0
0.0008365963594807683,0
0.013349013358204896,0
0.45807284420505495,0
0.00242415922315597,0
0.0008790965461612255,0
0.0004861440607179793,1
0.289125174209996,1
0.0011051267954629367,0
0.675174971392732,1
0.009828599140889713,0
0.15575099768036976,0
0.01786768092349483,0
0.2930079055005984,0
0.8032370848756196,1
0.3055154772397689,0
0.5943105299311592,1
0.0032905563744688986,0
0.9804305132624661,1
0.020007401886658307,0
0.0015295855141485575,0
0.011923117840111984,0
0.0006001877798116491,0
0.6952544152327464,1
0.004163950084563943,0
0.616733487204416,0
0.0024804365761088272,0
0.00031267879988290166,0
0.4399243932115411,0
0.003839616158925327,0
0.31538612059036186,0
0.5300502071099994,0
0.0034280876746262557,0
0.6728990617712385,1
0.14036634502620587,0
0.9787461899330829,1
0.00819985730226531,0
0.05011443726116429,0
0.4423751248440934,1
0.009088957673577933,0
0.7895397706282251,1
0.1517531320320397,0
0.0007884009388433795,0
0.01708644404551361,0
0.1295116623118478,0
0.0043579483979580514,0
0.05087331381170957,0
0.004407113503238285,0
0.1493135043742015,0
0.002026526732614833,0
0.011270294359785252,0
0.0004206992661878183,0
0.000544824033691869,0
0.9794088157889098,1
0.10476563091400137,0
0.0019895657462702656,0
0.09554779075649983,0
0.9385519347871956,0
0.8493540359639413,1
0.3756416134378506,0
0.04581320575513766,0
0.9256989326476467,1
0.000503216550304146,0
0.007541432039842641,0
0.953449453214566,1
0.08395840586067557,1
0.00653856098055064,0
0.03393297752775416,0
0.0010617270956251746,0
0.0007316384251498092,0
0.6387481892979067,1
0.0009563370947779138,0
0.0013697243215783808,0
0.0034603404632458385,0
0.0008044749056843205,0
0.000571640085119581,0
0.909114981989356,1
0.0015969028357560062,0
0.000738231747375103,0
0.31216230695711444,1
0.0004987663121896939,0
0.0077989150106157566,0
0.0009601040940637368,0
0.0009476897154146675,0
0.7937721501156315,1
0.8044937082971927,1
0.5260357427749505,0
0.9662598166521809,0
0.08986809963313097,1
