pred_neural,label_neural
0.630928,1
0.033466868,0
0.003995607,0
0.04831789,0
0.021179613,0
0.0005081316,0
0.2613522,0
0.07297956,0
0.0009754908,0
0.0463259,0
0.9465377,1
0.60956925,1
0.17275779,0
0.0007408239,0
0.041777216,0
0.013050354,0
0.0008460899,0
0.6524425,1
0.0006343409,0
0.0006635844,0
0.18489729,0
0.017456587,0
0.00083018583,0
0.00045964733,0
0.12587118,0
0.0771263,0
0.53334445,1
0.23383746,0
0.9779455,1
0.0007105288,0
0.29669243,0
0.0009747615,0
0.71386266,0
0.101210594,0
0.043359637,0
0.0011335269,0
0.29058087,0
0.0021699106,0
0.039288454,0
0.10695153,0
0.016597264,0
0.0013311324,0
0.04882255,0
0.0030158728,0
0.07728446,0
0.0011200822,0
0.17781568,0
0.0015867468,0
0.0012336822,0
0.015679102,0
0.0006465859,0
0.042396434,0
0.27361807,0
0.6189106,1
0.6299402,1
0.11267924,0
0.41347095,0
0.0036030058,0
0.0002030948,0
0.0039171022,0
0.024742289,0
0.010859009,0
0.25876456,0
0.006827601,0
0.08542784,0
0.00064088724,0
0.0019520303,0
0.87283194,1
0.4033897,0
0.0005658349,0
0.016094718,0
0.32867107,0
0.0046795476,0
0.0011974621,0
0.00043670618,1
0.24207003,1
0.0018391975,0
0.52424,1
0.0056602117,0
0.14212105,0
0.013966607,0
0.18447524,0
0.37604502,1
0.1450506,0
0.37945542,1
0.0016765224,0
0.879456,1
0.033889692,0
0.0003800653,0
0.008636259,0
0.00036763703,0
0.5513089,1
0.0030575825,0
0.5066426,0
0.00022934069,0
0.00034015,0
0.3395326,0
0.0018859073,0
0.14263305,0
0.36796337,0
0.001771091,0
0.53722394,1
0.17973053,0
0.9619573,1
0.012979913,0
0.037433997,0
0.3489352,1
0.006170363,0
0.7309113,1
0.06954693,0
0.00014934415,0
0.0090491,0
0.12045883,0
0.0038830985,0
0.06790972,0
0.0050975103,0
0.1873409,0
0.00036351106,0
0.0064657102,0
0.00019177001,0
0.0005315854,0
0.95288914,1
0.084290825,0
0.0036044987,0
0.07943415,0
0.81635946,0
0.7570734,1
0.21332452,0
0.033997387,0
0.762935,1
5.1829003e-05,0
0.0009570268,0
0.82378054,1
0.093741745,1
0.0012545444,0
0.06539774,0
0.0009961491,0
0.00025928652,0
0.46018785,1
0.0008908843,0
0.0009975666,0
0.0012265053,0
0.0011173855,0
0.00043214264,0
0.83551705,1
0.00045804735,0
0.00094353163,0
0.22412086,1
0.00053081784,0
0.031636234,0
0.0008023233,0
0.0006259245,0
0.6727831,1
0.72795224,1
0.27444485,0
0.9208734,0
0.08314606,1
0.2167901,0
0.5142013,0
0.008140525,0
0.2948086,0
0.001960549,0
0.010684631,0
0.0040947087,0
0.110616796,0
0.5141046,1
0.00040346905,0
0.003743807,0
0.3153273,0
0.013293449,0
0.58141065,1
0.0022560412,0
0.00036103308,0
0.0029722166,0
0.16525066,0
0.011020549,0
0.03827587,0
0.50840104,0
0.74564797,1
0.0012500486,0
0.06689584,0
0.0025338335,0
0.024288243,0
0.00045214818,0
0.00070938066,0
0.0038937887,0
0.00089647446,0
0.8725529,1
0.03157587,0
0.0021912197,0
0.007599153,0
0.0011724371,0
0.18821034,0
0.08949947,0
0.8371662,1
0.70048404,0
0.3754347,0
0.0006729237,0
0.00086233823,0
0.00037993307,0
0.0012394405,0
0.001961222,0
0.011386213,0
0.6266156,1
0.019976735,0
0.33878234,1
0.0011521067,0
0.84726405,1
0.13028766,0
0.0008919609,0
0.00084673706,0
0.00022539894,0
0.16293105,1
0.2342041,1
0.5958138,0
0.002095805,0
0.00076261547,0
0.00019006869,0
0.012206511,0
0.01584737,0
0.4572536,0
0.1626056,0
0.0019730502,0
0.34517518,0
0.0007618622,0
0.004420453,0
0.0004413545,0
0.0021675073,0
0.05777427,0
0.2885344,0
0.40725687,0
0.093911834,0
0.00048301386,0
0.31338677,0
0.9996351,1
0.77495307,0
0.26720598,0
0.58509374,0
0.0014011132,0
0.6577286,1
0.00041694954,0
0.021429302,0
0.28683013,0
0.0010111824,0
0.0006490326,0
0.5799836,1
0.00029538374,0
0.20204145,0
0.30053115,0
0.00085329975,0
0.8857973,1
0.00030612864,0
0.1976748,0
0.0011525117,0
0.0003602823,0
0.0005757432,0
0.11696578,0
0.12840529,0
0.8215518,1
0.002505021,0
0.00018107212,0
0.041616924,0
0.416628,0
0.77309,1
0.5716546,0
0.019925306,0
0.33346182,1
0.5246829,1
0.003374216,0
0.0010201883,0
0.08129614,0
0.0011741236,0
0.1312963,0
0.0061218385,0
0.0013890014,0
0.13363498,0
0.003140245,0
0.011763178,0
0.00039731595,0
0.4612555,1
0.67692846,1
0.051602915,0
0.00054699864,0
0.0008386468,0
0.003763611,0
0.0007247394,0
0.11672141,0
0.2229968,0
0.0060381023,0
0.07458281,0
0.0035145665,0
0.8815256,1
0.0016175121,0
0.008748762,0
0.052659485,0
0.0001966634,0
0.0013689499,0
0.00047484954,0
0.0064240014,0
0.5679551,0
0.0015581554,0
0.449985,1
0.054655053,0
0.6776851,0
0.6323639,1
0.3579336,0
0.0006661729,0
0.94835955,1
0.04104186,0
0.09577476,0
0.07492424,0
0.053273447,0
0.011136003,0
0.00050865323,0
0.053609133,0
0.00083012687,0
0.00025511076,0
0.34425837,0
0.000791032,0
0.00076405314,0
0.77365077,1
0.02058197,0
0.0006281647,0
0.5656345,0
0.1572317,0
0.2007818,0
0.0005437264,0
0.0033790814,0
0.0013440044,0
0.63201773,0
0.0003702129,0
0.00022665728,0
0.5384704,1
0.5669246,0
0.0032427623,0
0.41094235,0
0.051234182,0
0.0010468754,0
0.25385085,0
0.00052380364,0
0.0410782,0
0.0016176138,0
0.10105641,0
8.784896e-05,0
0.5829009,0
0.59305763,0
0.0009014056,0
0.00022406681,0
0.042617705,0
0.5119471,1
0.037528317,0
0.99979657,1
0.0733901,0
0.6986295,0
0.2162627,0
0.05557541,0
0.011326103,1
0.2006252,0
0.55565774,1
0.004736679,0
0.011029095,0
0.025461137,0
0.3913556,0
0.6829649,0
0.0018421157,0
0.0029937439,0
0.16110644,0
0.0015974455,0
0.6253122,1
0.00081992,0
0.029859593,0
0.0005078347,0
0.0003120468,0
0.0009363935,0
0.07580814,0
0.0773761,0
0.0021053297,0
0.6119953,1
0.00093522185,0
0.9465835,1
0.007846388,0
0.0085283695,0
0.66940975,0
0.56375116,1
0.0061143055,0
0.002724709,0
0.17284545,0
0.52636606,1
0.00050876813,0
0.00010174814,0
0.00057162263,0
0.9961653,1
0.066028014,0
0.63187826,0
0.7118495,0
0.00037227516,0
